"","STNAME","CTYNAME","YEAR","state_po","totalvotes","county_fips","DEMOCRAT","OTHER","REPUBLICAN","winner","percent_rep","age","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","TOM_MALE","TOM_FEMALE","NH_MALE","NH_FEMALE","H_MALE","H_FEMALE","MINORITY_MALE","MINORITY_FEMALE"
"379","OHIO","MONTGOMERY",2016,"OH",258301,39113,122016,12376,123909,"R",0.503848734370235,"ages 65+",91955,38913,53042,32090,42495,6025,9288,58,93,516,795,212,359,38590,52587,323,455,6823,10547
"380","OHIO","MONTGOMERY",2016,"OH",258301,39113,122016,12376,123909,"R",0.503848734370235,"total",532274,256229,276045,190247,200807,52548,60576,737,653,5622,6436,6925,7420,248485,268727,7744,7318,65982,75238
"381","OHIO","MONTGOMERY",2020,"OH",268505,39113,135064,4407,129034,"D",0.488583783292566,"ages 15-34",142000,71318,70682,50107,48493,16109,17249,195,198,2076,1906,2763,2796,68107,67618,3211,3064,21211,22189
"382","OHIO","MONTGOMERY",2020,"OH",268505,39113,135064,4407,129034,"D",0.488583783292566,"ages 35-64",193805,93031,100774,71189,74231,17933,21890,307,259,2273,2627,1274,1702,90311,98080,2720,2694,21842,26543
"383","OHIO","MONTGOMERY",2020,"OH",268505,39113,135064,4407,129034,"D",0.488583783292566,"ages 65+",98808,42027,56781,34427,45029,6659,10224,95,117,578,988,254,404,41593,56227,434,554,7600,11752
"384","OHIO","MONTGOMERY",2020,"OH",268505,39113,135064,4407,129034,"D",0.488583783292566,"total",531610,255914,275696,187851,198041,53336,61778,731,711,6057,6734,7758,8265,246823,266742,9091,8954,68063,77655
"385","OREGON","DESCHUTES",2016,"OR",98557,41017,42444,10421,45692,"R",0.518426068802759,"ages 15-34",42351,21457,20894,19963,19299,170,117,323,301,256,389,699,759,19090,18521,2367,2373,1494,1595
"386","OREGON","DESCHUTES",2016,"OR",98557,41017,42444,10421,45692,"R",0.518426068802759,"ages 35-64",73206,35494,37712,33885,35993,190,92,391,358,378,546,580,670,33317,35452,2177,2260,1609,1719
"387","OREGON","DESCHUTES",2016,"OR",98557,41017,42444,10421,45692,"R",0.518426068802759,"ages 65+",34313,16445,17868,16043,17441,48,28,98,86,90,135,155,167,16136,17512,309,356,402,427
"388","OREGON","DESCHUTES",2016,"OR",98557,41017,42444,10421,45692,"R",0.518426068802759,"total",180819,89284,91535,84444,86551,547,355,1030,938,862,1254,2255,2318,82256,84413,7028,7122,4840,4984
"389","OREGON","DESCHUTES",2020,"OR",125234,41017,65962,3626,55646,"D",0.457585027300835,"ages 15-34",47300,24276,23024,22316,21081,226,174,379,338,303,438,1004,956,21309,20182,2967,2842,1960,1943
"390","OREGON","DESCHUTES",2020,"OR",125234,41017,65962,3626,55646,"D",0.457585027300835,"ages 35-64",80109,39215,40894,37243,38777,259,157,453,384,462,694,706,832,36470,38152,2745,2742,1972,2117
"391","OREGON","DESCHUTES",2020,"OR",125234,41017,65962,3626,55646,"D",0.457585027300835,"ages 65+",41955,19818,22137,19274,21533,63,37,143,131,132,200,190,218,19412,21591,406,546,544,604
"392","OREGON","DESCHUTES",2020,"OR",125234,41017,65962,3626,55646,"D",0.457585027300835,"total",201769,99983,101786,93850,95613,705,491,1239,1080,1096,1554,2907,2911,91567,93339,8416,8447,6133,6173
"393","OREGON","MARION",2016,"OR",136840,41047,57788,15675,63377,"R",0.52306359097099,"ages 15-34",92048,47389,44659,40800,38796,1072,591,1500,1288,1254,1317,2089,1933,31496,30234,15893,14425,6589,5863
"394","OREGON","MARION",2016,"OR",136840,41047,57788,15675,63377,"R",0.52306359097099,"ages 35-64",123314,61629,61685,55961,55787,1142,645,1447,1465,1315,1820,1269,1467,48042,49726,13587,11959,5668,5898
"395","OREGON","MARION",2016,"OR",136840,41047,57788,15675,63377,"R",0.52306359097099,"ages 65+",50091,22204,27887,21181,26601,142,114,252,251,365,582,208,283,20785,26389,1419,1498,1023,1286
"396","OREGON","MARION",2016,"OR",136840,41047,57788,15675,63377,"R",0.52306359097099,"total",335592,167232,168360,148651,150226,2942,1984,4493,4254,3668,4419,5780,5740,121551,126160,45681,42200,18581,18134
"397","OREGON","MARION",2020,"OR",165534,41047,80872,5660,79002,"D",0.494151644419981,"ages 15-34",95268,49312,45956,41989,39748,1141,711,1530,1356,1384,1318,2441,2177,31770,29863,17542,16093,7323,6208
"398","OREGON","MARION",2020,"OR",165534,41047,80872,5660,79002,"D",0.494151644419981,"ages 35-64",126791,63582,63209,57168,56604,1294,754,1634,1515,1472,1978,1394,1694,48073,49346,15509,13863,6414,6605
"399","OREGON","MARION",2020,"OR",165534,41047,80872,5660,79002,"D",0.494151644419981,"ages 65+",57493,25645,31848,24399,30130,189,159,296,347,416,744,265,381,23581,29755,2064,2093,1246,1718
"400","OREGON","MARION",2020,"OR",165534,41047,80872,5660,79002,"D",0.494151644419981,"total",349204,174220,174984,153361,154769,3292,2300,4856,4642,4109,4841,6565,6578,124319,128458,49901,46526,20859,20215
"401","PENNSYLVANIA","ERIE",2016,"PA",123679,42049,58112,5498,60069,"R",0.508279672705426,"ages 15-34",75486,38602,36884,32416,31426,4112,3396,114,89,900,848,1040,1099,36483,34934,2119,1950,6186,5458
"402","PENNSYLVANIA","ERIE",2016,"PA",123679,42049,58112,5498,60069,"R",0.508279672705426,"ages 35-64",105749,52455,53294,47761,48794,3383,3045,150,144,670,790,465,503,50977,51771,1478,1523,4694,4500
"403","PENNSYLVANIA","ERIE",2016,"PA",123679,42049,58112,5498,60069,"R",0.508279672705426,"ages 65+",46201,20356,25845,19410,24611,718,894,28,35,127,183,70,117,20098,25579,258,266,946,1234
"404","PENNSYLVANIA","ERIE",2016,"PA",123679,42049,58112,5498,60069,"R",0.508279672705426,"total",276639,136647,139992,119453,123726,11277,10192,369,324,2315,2399,3168,3278,130775,134356,5872,5636,17194,16266
"405","PENNSYLVANIA","ERIE",2020,"PA",137083,42049,68286,1928,66869,"D",0.494757870593023,"ages 15-34",70758,36328,34430,29981,28859,4067,3240,138,99,932,938,1187,1261,34022,32366,2306,2064,6347,5571
"406","PENNSYLVANIA","ERIE",2020,"PA",137083,42049,68286,1928,66869,"D",0.494757870593023,"ages 35-64",99949,49573,50376,44639,45749,3310,2941,155,168,932,930,513,566,47947,48625,1626,1751,4934,4627
"407","PENNSYLVANIA","ERIE",2020,"PA",137083,42049,68286,1928,66869,"D",0.494757870593023,"ages 65+",51518,23097,28421,21967,26945,834,1050,36,47,153,225,102,147,22784,28072,313,349,1130,1476
"408","PENNSYLVANIA","ERIE",2020,"PA",137083,42049,68286,1928,66869,"D",0.494757870593023,"total",268426,132620,135806,114816,118987,11134,9970,411,373,2760,2774,3427,3589,126314,129680,6306,6126,17804,16819
"409","PENNSYLVANIA","NORTHAMPTON",2016,"PA",143519,42095,66272,5511,71736,"R",0.519795953857747,"ages 15-34",77052,40024,37028,33601,31220,3545,3011,177,172,1552,1455,1101,1137,33287,30988,6737,6040,6423,5808
"410","PENNSYLVANIA","NORTHAMPTON",2016,"PA",143519,42095,66272,5511,71736,"R",0.519795953857747,"ages 35-64",120226,58997,61229,53097,54818,3403,3634,203,203,1609,1814,630,714,52846,54677,6151,6552,5900,6411
"411","PENNSYLVANIA","NORTHAMPTON",2016,"PA",143519,42095,66272,5511,71736,"R",0.519795953857747,"ages 65+",54908,23934,30974,22833,29536,558,759,34,84,401,439,99,145,22868,29621,1066,1353,1101,1438
"412","PENNSYLVANIA","NORTHAMPTON",2016,"PA",143519,42095,66272,5511,71736,"R",0.519795953857747,"total",301629,148452,153177,129983,134931,9908,9595,641,626,4445,4503,3294,3363,129102,134113,19350,19064,18469,18246
"413","PENNSYLVANIA","NORTHAMPTON",2020,"PA",170942,42095,85087,2001,83854,"D",0.496350797023813,"ages 15-34",78378,40644,37734,33427,31277,4056,3472,194,168,1655,1498,1264,1272,33191,30794,7453,6940,7217,6457
"414","PENNSYLVANIA","NORTHAMPTON",2020,"PA",170942,42095,85087,2001,83854,"D",0.496350797023813,"ages 35-64",117888,58143,59745,51233,52385,4166,4258,216,225,1760,1969,703,848,50542,51952,7601,7793,6910,7360
"415","PENNSYLVANIA","NORTHAMPTON",2020,"PA",170942,42095,85087,2001,83854,"D",0.496350797023813,"ages 65+",61061,26914,34147,25515,32243,732,1047,54,99,492,555,111,191,25525,32282,1389,1865,1399,1904
"416","PENNSYLVANIA","NORTHAMPTON",2020,"PA",170942,42095,85087,2001,83854,"D",0.496350797023813,"total",305892,150604,155288,129666,134469,11621,11349,686,678,4791,4808,3644,3786,128227,132936,22377,22352,20938,20819
"417","RHODE ISLAND","KENT",2016,"RI",82053,44003,37788,5929,38336,"R",0.503599390468183,"ages 15-34",39008,19843,19165,17974,17397,592,434,95,99,627,716,518,502,18402,17913,1441,1252,1869,1768
"418","RHODE ISLAND","KENT",2016,"RI",82053,44003,37788,5929,38336,"R",0.503599390468183,"ages 35-64",70006,33735,36271,31706,34267,702,603,126,118,824,903,360,357,32619,35062,1116,1209,2029,2004
"419","RHODE ISLAND","KENT",2016,"RI",82053,44003,37788,5929,38336,"R",0.503599390468183,"ages 65+",29338,12499,16839,12096,16365,142,161,33,48,171,193,52,71,12350,16624,149,215,403,474
"420","RHODE ISLAND","KENT",2016,"RI",82053,44003,37788,5929,38336,"R",0.503599390468183,"total",163842,79166,84676,73315,78980,1761,1515,340,338,2086,2235,1597,1565,75316,80913,3850,3763,5851,5696
"421","RHODE ISLAND","KENT",2020,"RI",93093,44003,49113,1979,42001,"D",0.460971969181465,"ages 15-34",39125,20009,19116,17794,17059,719,599,118,107,643,697,682,634,18186,17512,1823,1604,2215,2057
"422","RHODE ISLAND","KENT",2020,"RI",93093,44003,49113,1979,42001,"D",0.460971969181465,"ages 35-64",67919,32866,35053,30307,32579,965,767,147,150,1002,1093,417,427,31264,33404,1602,1649,2559,2474
"423","RHODE ISLAND","KENT",2020,"RI",93093,44003,49113,1979,42001,"D",0.460971969181465,"ages 65+",32853,14154,18699,13605,18041,195,244,48,59,219,258,79,95,13935,18354,219,345,549,658
"424","RHODE ISLAND","KENT",2020,"RI",93093,44003,49113,1979,42001,"D",0.460971969181465,"total",164646,79695,84951,72507,78021,2314,2044,411,419,2401,2549,1956,1853,74690,79981,5005,4970,7188,6930
"425","SOUTH CAROLINA","CLARENDON",2016,"SC",15395,45027,7732,277,7386,"D",0.488556687392512,"ages 15-34",8362,4645,3717,1876,1592,2680,2050,16,10,26,26,47,39,4477,3570,168,147,2769,2125
"426","SOUTH CAROLINA","CLARENDON",2016,"SC",15395,45027,7732,277,7386,"D",0.488556687392512,"ages 35-64",12869,6017,6852,3241,3400,2669,3330,19,27,54,57,33,34,5826,6695,191,157,2776,3452
"427","SOUTH CAROLINA","CLARENDON",2016,"SC",15395,45027,7732,277,7386,"D",0.488556687392512,"ages 65+",7499,3401,4098,2195,2350,1160,1696,12,10,11,18,22,23,3370,4058,31,40,1206,1748
"428","SOUTH CAROLINA","CLARENDON",2016,"SC",15395,45027,7732,277,7386,"D",0.488556687392512,"total",34283,16836,17447,8529,8533,7959,8543,63,63,116,123,165,176,16282,16941,554,506,8307,8914
"429","SOUTH CAROLINA","CLARENDON",2020,"SC",16733,45027,8250,122,8361,"R",0.503341159472639,"ages 15-34",7726,4211,3515,1758,1556,2375,1868,13,11,27,34,38,46,4038,3376,173,139,2453,1959
"430","SOUTH CAROLINA","CLARENDON",2020,"SC",16733,45027,8250,122,8361,"R",0.503341159472639,"ages 35-64",12319,5771,6548,3174,3293,2474,3130,21,32,55,58,46,30,5593,6373,178,175,2597,3255
"431","SOUTH CAROLINA","CLARENDON",2020,"SC",16733,45027,8250,122,8361,"R",0.503341159472639,"ages 65+",8405,3758,4647,2346,2641,1353,1933,11,16,20,23,27,33,3719,4595,39,52,1412,2006
"432","SOUTH CAROLINA","CLARENDON",2020,"SC",16733,45027,8250,122,8361,"R",0.503341159472639,"total",33415,16252,17163,8426,8572,7453,8185,58,81,131,137,180,177,15706,16626,546,537,7826,8591
"433","SOUTH CAROLINA","DILLON",2016,"SC",11698,45033,5834,227,5637,"D",0.49141312875948,"ages 15-34",7629,3707,3922,1534,1601,1960,2088,119,110,11,36,83,85,3597,3809,110,113,2173,2321
"434","SOUTH CAROLINA","DILLON",2016,"SC",11698,45033,5834,227,5637,"D",0.49141312875948,"ages 35-64",11722,5516,6206,2838,3023,2429,2915,173,194,26,26,45,47,5391,6114,125,92,2678,3183
"435","SOUTH CAROLINA","DILLON",2016,"SC",11698,45033,5834,227,5637,"D",0.49141312875948,"ages 65+",4868,2002,2866,1300,1673,632,1109,47,56,3,4,20,24,1986,2851,16,15,702,1193
"436","SOUTH CAROLINA","DILLON",2016,"SC",11698,45033,5834,227,5637,"D",0.49141312875948,"total",30695,14503,16192,6972,7606,6720,7735,448,453,57,77,300,318,14089,15768,414,424,7531,8586
"437","SOUTH CAROLINA","DILLON",2020,"SC",13101,45033,6436,83,6582,"R",0.50560762021816,"ages 15-34",7629,3693,3936,1540,1637,1926,2028,118,122,18,48,90,99,3575,3808,118,128,2153,2299
"438","SOUTH CAROLINA","DILLON",2020,"SC",13101,45033,6436,83,6582,"R",0.50560762021816,"ages 35-64",11098,5135,5963,2626,2881,2274,2812,160,193,20,24,51,52,5017,5841,118,122,2509,3082
"439","SOUTH CAROLINA","DILLON",2020,"SC",13101,45033,6436,83,6582,"R",0.50560762021816,"ages 65+",5341,2259,3082,1384,1728,785,1246,60,72,4,6,26,30,2239,3058,20,24,875,1354
"440","SOUTH CAROLINA","DILLON",2020,"SC",13101,45033,6436,83,6582,"R",0.50560762021816,"total",30367,14259,16108,6783,7509,6632,7649,447,488,74,99,317,358,13848,15636,411,472,7476,8599
"441","SOUTH DAKOTA","ZIEBACH",2016,"SD",767,46137,353,46,368,"R",0.510402219140083,"ages 15-34",813,439,374,71,76,2,0,346,281,0,2,20,15,411,362,28,12,368,298
"442","SOUTH DAKOTA","ZIEBACH",2016,"SD",767,46137,353,46,368,"R",0.510402219140083,"ages 35-64",1044,529,515,164,144,5,1,353,360,0,2,6,8,524,510,5,5,365,371
"443","SOUTH DAKOTA","ZIEBACH",2016,"SD",767,46137,353,46,368,"R",0.510402219140083,"ages 65+",264,126,138,65,54,0,0,58,81,0,0,3,3,124,138,2,0,61,84
"444","SOUTH DAKOTA","ZIEBACH",2016,"SD",767,46137,353,46,368,"R",0.510402219140083,"total",2870,1419,1451,349,336,9,3,1015,1043,1,5,44,64,1357,1395,62,56,1070,1115
"445","SOUTH DAKOTA","ZIEBACH",2020,"SD",906,46137,481,21,404,"D",0.456497175141243,"ages 15-34",812,393,419,62,83,2,0,309,316,0,2,20,18,363,408,30,11,331,336
"446","SOUTH DAKOTA","ZIEBACH",2020,"SD",906,46137,481,21,404,"D",0.456497175141243,"ages 35-64",1009,515,494,167,132,4,1,336,349,0,2,7,10,507,485,8,9,348,362
"447","SOUTH DAKOTA","ZIEBACH",2020,"SD",906,46137,481,21,404,"D",0.456497175141243,"ages 65+",301,150,151,71,53,1,0,75,95,0,0,3,3,148,151,2,0,79,98
"448","SOUTH DAKOTA","ZIEBACH",2020,"SD",906,46137,481,21,404,"D",0.456497175141243,"total",2656,1335,1321,349,318,10,4,927,936,1,5,47,58,1269,1282,66,39,986,1003
"449","TEXAS","FRIO",2016,"TX",4400,48163,2444,100,1856,"D",0.431627906976744,"ages 15-34",7190,5042,2148,4143,2052,490,32,66,18,297,20,45,24,1141,291,3901,1857,899,96
"450","TEXAS","FRIO",2016,"TX",4400,48163,2444,100,1856,"D",0.431627906976744,"ages 35-64",6174,3517,2657,3171,2542,145,40,41,33,126,23,34,18,867,574,2650,2083,346,115
"451","TEXAS","FRIO",2016,"TX",4400,48163,2444,100,1856,"D",0.431627906976744,"ages 65+",2282,1045,1237,1019,1210,8,11,2,4,5,4,11,7,329,345,716,892,26,27
"452","TEXAS","FRIO",2016,"TX",4400,48163,2444,100,1856,"D",0.431627906976744,"total",19547,11601,7946,10223,7625,684,119,128,77,454,57,111,63,2602,1485,8999,6461,1378,321
"453","TEXAS","FRIO",2020,"TX",5279,48163,2422,34,2823,"R",0.538226882745472,"ages 15-34",7487,5256,2231,4341,2115,495,53,54,25,320,15,46,22,1130,281,4126,1950,915,116
"454","TEXAS","FRIO",2020,"TX",5279,48163,2422,34,2823,"R",0.538226882745472,"ages 35-64",6509,3790,2719,3365,2600,177,41,53,28,155,26,40,23,861,528,2929,2191,425,119
"455","TEXAS","FRIO",2020,"TX",5279,48163,2422,34,2823,"R",0.538226882745472,"ages 65+",2523,1116,1407,1087,1370,9,13,4,7,9,7,7,9,332,379,784,1028,29,37
"456","TEXAS","FRIO",2020,"TX",5279,48163,2422,34,2823,"R",0.538226882745472,"total",20379,12136,8243,10649,7862,726,155,142,76,504,65,115,80,2557,1466,9579,6777,1487,381
"457","TEXAS","HAYS",2016,"TX",72164,48209,33224,5114,33826,"R",0.504489187173751,"ages 15-34",72701,36758,35943,32455,32020,2091,1899,521,419,792,661,817,899,21507,21477,15251,14466,4303,3923
"458","TEXAS","HAYS",2016,"TX",72164,48209,33224,5114,33826,"R",0.504489187173751,"ages 35-64",71085,35174,35911,32208,33085,1500,1202,428,445,483,660,470,472,23071,23453,12103,12458,2966,2826
"459","TEXAS","HAYS",2016,"TX",72164,48209,33224,5114,33826,"R",0.504489187173751,"ages 65+",21146,9719,11427,9278,10798,183,260,95,138,73,137,81,85,7859,9000,1860,2427,441,629
"460","TEXAS","HAYS",2016,"TX",72164,48209,33224,5114,33826,"R",0.504489187173751,"total",204581,101796,102785,91828,93351,4612,4121,1300,1229,1630,1708,2229,2243,62515,63749,39281,39036,9968,9434
"461","TEXAS","HAYS",2020,"TX",109395,48209,59524,2191,47680,"D",0.444759523898362,"ages 15-34",81280,40861,40419,35748,35555,2558,2347,588,498,863,807,1030,1168,22663,22844,18198,17575,5113,4864
"462","TEXAS","HAYS",2020,"TX",109395,48209,59524,2191,47680,"D",0.444759523898362,"ages 35-64",86146,42658,43488,38624,39581,2044,1645,540,562,758,962,605,687,26642,27049,16016,16439,4034,3907
"463","TEXAS","HAYS",2020,"TX",109395,48209,59524,2191,47680,"D",0.444759523898362,"ages 65+",28354,12943,15411,12253,14497,279,366,140,177,119,233,140,128,10409,11982,2534,3429,690,914
"464","TEXAS","HAYS",2020,"TX",109395,48209,59524,2191,47680,"D",0.444759523898362,"total",241365,119802,121563,107084,109234,5963,5396,1530,1547,2163,2329,2844,2916,71199,72860,48603,48703,12718,12329
"465","TEXAS","JIM WELLS",2016,"TX",12379,48249,6694,265,5420,"D",0.447416212646525,"ages 15-34",11296,5731,5565,5496,5347,96,42,72,52,30,80,34,42,887,913,4844,4652,235,218
"466","TEXAS","JIM WELLS",2016,"TX",12379,48249,6694,265,5420,"D",0.447416212646525,"ages 35-64",14164,6858,7306,6626,7113,68,39,88,66,28,50,39,37,1568,1620,5290,5686,232,193
"467","TEXAS","JIM WELLS",2016,"TX",12379,48249,6694,265,5420,"D",0.447416212646525,"ages 65+",6043,2752,3291,2671,3215,19,12,34,28,11,11,17,21,777,866,1975,2425,81,76
"468","TEXAS","JIM WELLS",2016,"TX",12379,48249,6694,265,5420,"D",0.447416212646525,"total",41206,20331,20875,19559,20210,252,144,251,199,94,160,158,150,3979,4090,16352,16785,772,665
"469","TEXAS","JIM WELLS",2020,"TX",13669,48249,6119,97,7453,"R",0.549145299145299,"ages 15-34",10640,5554,5086,5310,4890,108,41,62,47,25,62,46,43,878,830,4676,4256,244,196
"470","TEXAS","JIM WELLS",2020,"TX",13669,48249,6119,97,7453,"R",0.549145299145299,"ages 35-64",14070,6831,7239,6596,7017,71,48,87,65,27,68,40,40,1489,1590,5342,5649,235,222
"471","TEXAS","JIM WELLS",2020,"TX",13669,48249,6119,97,7453,"R",0.549145299145299,"ages 65+",6539,2964,3575,2852,3471,29,16,43,41,16,19,24,24,874,914,2090,2661,112,104
"472","TEXAS","JIM WELLS",2020,"TX",13669,48249,6119,97,7453,"R",0.549145299145299,"total",40452,20057,20395,19258,19692,285,161,240,195,91,168,168,167,3985,4012,16072,16383,799,703
"473","TEXAS","KENEDY",2016,"TX",186,48261,99,3,84,"D",0.459016393442623,"ages 15-34",107,55,52,49,48,5,1,1,2,0,0,0,1,13,14,42,38,6,4
"474","TEXAS","KENEDY",2016,"TX",186,48261,99,3,84,"D",0.459016393442623,"ages 35-64",146,73,73,70,70,2,2,0,1,1,0,0,0,19,18,54,55,3,3
"475","TEXAS","KENEDY",2016,"TX",186,48261,99,3,84,"D",0.459016393442623,"ages 65+",80,37,43,37,42,0,0,0,1,0,0,0,0,10,8,27,35,0,1
"476","TEXAS","KENEDY",2016,"TX",186,48261,99,3,84,"D",0.459016393442623,"total",427,216,211,199,200,12,5,2,4,3,0,0,2,56,51,160,160,17,11
"477","TEXAS","KENEDY",2020,"TX",194,48261,65,2,127,"R",0.661458333333333,"ages 15-34",91,49,42,38,38,6,1,1,2,2,1,2,0,14,11,35,31,11,4
"478","TEXAS","KENEDY",2020,"TX",194,48261,65,2,127,"R",0.661458333333333,"ages 35-64",152,79,73,75,67,1,2,0,1,1,0,2,3,26,16,53,57,4,6
"479","TEXAS","KENEDY",2020,"TX",194,48261,65,2,127,"R",0.661458333333333,"ages 65+",86,44,42,43,41,1,0,0,1,0,0,0,0,13,10,31,32,1,1
"480","TEXAS","KENEDY",2020,"TX",194,48261,65,2,127,"R",0.661458333333333,"total",379,198,181,174,164,12,5,3,4,5,2,4,6,60,48,138,133,24,17
"481","TEXAS","KLEBERG",2016,"TX",9512,48273,4716,429,4367,"D",0.480788285808654,"ages 15-34",12143,6533,5610,5631,5063,419,265,66,45,330,121,81,103,1988,1350,4545,4260,902,547
"482","TEXAS","KLEBERG",2016,"TX",9512,48273,4716,429,4367,"D",0.480788285808654,"ages 35-64",8833,4408,4425,4085,4080,145,143,51,59,75,91,48,44,1273,1224,3135,3201,323,345
"483","TEXAS","KLEBERG",2016,"TX",9512,48273,4716,429,4367,"D",0.480788285808654,"ages 65+",3993,1791,2202,1677,2093,56,44,15,12,25,36,15,15,712,765,1079,1437,114,109
"484","TEXAS","KLEBERG",2016,"TX",9512,48273,4716,429,4367,"D",0.480788285808654,"total",31309,15978,15331,14309,14027,771,578,163,137,485,289,231,270,4659,3953,11319,11378,1669,1304
"485","TEXAS","KLEBERG",2020,"TX",10944,48273,5314,126,5504,"R",0.50878166019597,"ages 15-34",11382,5964,5418,5142,4927,357,201,65,39,314,139,77,103,1797,1222,4167,4196,822,491
"486","TEXAS","KLEBERG",2020,"TX",10944,48273,5314,126,5504,"R",0.50878166019597,"ages 35-64",8699,4391,4308,4049,3988,151,127,64,56,71,82,50,47,1219,1117,3172,3191,342,320
"487","TEXAS","KLEBERG",2020,"TX",10944,48273,5314,126,5504,"R",0.50878166019597,"ages 65+",4163,1867,2296,1730,2166,64,50,26,23,27,41,19,14,701,768,1166,1528,137,130
"488","TEXAS","KLEBERG",2020,"TX",10944,48273,5314,126,5504,"R",0.50878166019597,"total",30338,15398,14940,13808,13700,699,496,189,146,457,296,222,273,4368,3695,11030,11245,1590,1240
"489","TEXAS","LA SALLE",2016,"TX",2059,48283,1129,58,872,"D",0.435782108945527,"ages 15-34",2964,2098,866,2049,832,13,19,21,6,3,4,12,5,140,97,1958,769,49,34
"490","TEXAS","LA SALLE",2016,"TX",2059,48283,1129,58,872,"D",0.435782108945527,"ages 35-64",2327,1259,1068,1213,1033,23,13,12,5,6,9,5,7,206,172,1053,896,46,35
"491","TEXAS","LA SALLE",2016,"TX",2059,48283,1129,58,872,"D",0.435782108945527,"ages 65+",1015,466,549,450,533,8,4,3,5,2,3,3,3,150,155,316,394,16,16
"492","TEXAS","LA SALLE",2016,"TX",2059,48283,1129,58,872,"D",0.435782108945527,"total",7600,4509,3091,4371,2984,57,49,37,17,15,18,29,21,580,491,3929,2600,138,107
"493","TEXAS","LA SALLE",2020,"TX",2406,48283,1052,19,1335,"R",0.559279430247172,"ages 15-34",2828,2017,811,1958,776,20,19,21,4,3,6,15,6,133,94,1884,717,59,35
"494","TEXAS","LA SALLE",2020,"TX",2406,48283,1052,19,1335,"R",0.559279430247172,"ages 35-64",2413,1312,1101,1259,1057,19,21,19,9,3,6,12,8,171,138,1141,963,53,44
"495","TEXAS","LA SALLE",2020,"TX",2406,48283,1052,19,1335,"R",0.559279430247172,"ages 65+",1054,476,578,450,553,11,11,9,6,3,3,3,3,137,150,339,428,26,25
"496","TEXAS","LA SALLE",2020,"TX",2406,48283,1052,19,1335,"R",0.559279430247172,"total",7500,4437,3063,4266,2931,65,63,52,24,15,18,39,25,526,461,3911,2602,171,132
"497","TEXAS","REEVES",2016,"TX",3184,48389,1659,108,1417,"D",0.460663198959688,"ages 15-34",5070,3499,1571,3045,1435,346,50,20,20,66,41,20,21,1100,266,2399,1305,454,136
"498","TEXAS","REEVES",2016,"TX",3184,48389,1659,108,1417,"D",0.460663198959688,"ages 35-64",5511,3575,1936,3224,1828,280,42,25,30,33,22,12,12,1171,397,2404,1539,351,108
"499","TEXAS","REEVES",2016,"TX",3184,48389,1659,108,1417,"D",0.460663198959688,"ages 65+",1789,810,979,770,917,15,28,7,11,15,14,2,8,208,271,602,708,40,62
"500","TEXAS","REEVES",2016,"TX",3184,48389,1659,108,1417,"D",0.460663198959688,"total",15203,9324,5879,8365,5498,682,150,66,69,141,95,66,60,2687,1153,6637,4726,959,381
"501","TEXAS","REEVES",2020,"TX",3689,48389,1395,40,2254,"R",0.61770348040559,"ages 15-34",5295,3649,1646,3173,1494,356,55,30,19,68,45,19,29,1152,332,2497,1314,476,152
"502","TEXAS","REEVES",2020,"TX",3689,48389,1395,40,2254,"R",0.61770348040559,"ages 35-64",5815,3730,2085,3357,1961,276,49,28,34,45,24,23,15,1167,428,2563,1657,373,124
"503","TEXAS","REEVES",2020,"TX",3689,48389,1395,40,2254,"R",0.61770348040559,"ages 65+",1853,851,1002,794,935,21,26,11,15,19,17,5,8,220,251,631,751,57,67
"504","TEXAS","REEVES",2020,"TX",3689,48389,1395,40,2254,"R",0.61770348040559,"total",15949,9743,6206,8680,5751,713,178,104,81,152,101,89,88,2785,1236,6958,4970,1063,455
"505","TEXAS","TARRANT",2016,"TX",668514,48439,288392,34201,345921,"R",0.54534748617796,"ages 15-34",582106,289065,293041,210353,207948,50802,56170,2946,2837,16632,17568,7531,7666,192388,199357,96677,93684,78712,85093
"506","TEXAS","TARRANT",2016,"TX",668514,48439,288392,34201,345921,"R",0.54534748617796,"ages 35-64",773641,376654,396987,287761,293340,58134,69109,3463,3438,21320,24300,5140,5913,283841,305480,92813,91507,88893,103647
"507","TEXAS","TARRANT",2016,"TX",668514,48439,288392,34201,345921,"R",0.54534748617796,"ages 65+",216748,94546,122202,79228,100980,9226,13956,644,722,4542,5434,795,981,83029,108143,11517,14059,15318,21222
"508","TEXAS","TARRANT",2016,"TX",668514,48439,288392,34201,345921,"R",0.54534748617796,"total",2023942,990557,1033385,739707,758103,161147,180744,9048,8837,54435,58656,23911,24658,701688,749286,288869,284099,250850,275282
"509","TEXAS","TARRANT",2020,"TX",834697,48439,411567,13389,409741,"D",0.498888358569501,"ages 15-34",612104,304335,307769,215284,211998,58359,63128,3074,3124,17693,19200,9092,9443,197885,203565,106450,104204,89051,95771
"510","TEXAS","TARRANT",2020,"TX",834697,48439,411567,13389,409741,"D",0.498888358569501,"ages 35-64",804587,391350,413237,291065,295210,65566,78694,3669,3589,24220,27984,5814,6708,285614,308949,105736,104288,100285,118027
